ann_id	change_type	prem_id	premise	hypothesis_id	hypothesis	label
g7	dialectal	prem46	The Artxanda Funicular, S.A. is a commercial company wholly owned by the Bilbao City Council.	prem46_hyp2	The Bilbao City Council has a stake in the Artxanda Funicular.	2
g8	dialectal	prem47	There used to be many whales along the Gipuzkoan coast at one time, but historian Xabier Alberdi mentions 4 well-known whales in an interview conducted on Radio Euskadi.	prem47_hyp0	Xabier Alberdi is a historian and knows well the whales of the surrounding seas.	0
g8	dialectal	prem47	There used to be many whales along the Gipuzkoan coast at one time, but historian Xabier Alberdi mentions 4 well-known whales in an interview conducted on Radio Euskadi.	prem47_hyp1	Xabier Alberdi has mentioned that the whales that lived along the Gipuzkoan coast also lived along other coasts.	1
g8	dialectal	prem47	There used to be many whales along the Gipuzkoan coast at one time, but historian Xabier Alberdi mentions 4 well-known whales in an interview conducted on Radio Euskadi.	prem47_hyp2	In an interview with Euskadi Irratia, Xabier Alberdi mentions that whales have never been present along the Gipuzkoan coast.	2
s4	dialectal	prem47	There were many whales along the Gipuzkoa coast at one time, and historian Xabier Alberdi mentions 4 well-known whales in an interview given to Euskadi Irratia.	prem47_hyp0	Xabier Alberdi is a historian and knows well the whales of the surrounding seas.	0
s4	dialectal	prem47	There were many whales along the Gipuzkoa coast at one time, and historian Xabier Alberdi mentions 4 well-known whales in an interview given to Euskadi Irratia.	prem47_hyp1	Xabier Alberdi has mentioned that the whales that lived along the Gipuzkoan coast also lived along other coasts.	1
s4	dialectal	prem47	There were many whales along the Gipuzkoa coast at one time, and historian Xabier Alberdi mentions 4 well-known whales in an interview given to Euskadi Irratia.	prem47_hyp2	In an interview with Euskadi Irratia, Xabier Alberdi mentions that whales have never been present along the Gipuzkoan coast.	2
g2	dialectal	prem48	We've been at Mount Ulia after a long time	prem48_hyp0	It wasn't long ago that we went to Mount Ulia.	0
g2	dialectal	prem48	We've been at Mount Ulia after a long time	prem48_hyp1	Mount Ulia seemed very beautiful to us.	1
g2	dialectal	prem48	We've been at Mount Ulia after a long time	prem48_hyp2	It's been years since we've been to the mountains.	2
g5	dialectal	prem49	The main operations of the service company release 19 modules.	prem49_hyp0	The main building for service companies consists of 19 modules.	0
g5	dialectal	prem49	The main operations of the service company release 19 modules.	prem49_hyp1	The main building for service companies has 19 modules and three floors.	1
g5	dialectal	prem49	The main operations of the service company release 19 modules.	prem49_hyp2	The main building for service companies may have modules, but it is not mandatory.	2
g8	toka	prem50	The European Union is implementing a regulation called Uspace to create authorized airspace zones for automated drones.	prem50_hyp0	The Uspace ordinance will create authorized airspace zones for automated drones.	0
g8	toka	prem50	The European Union is implementing a regulation called Uspace to create authorized airspace zones for automated drones.	prem50_hyp1	The Uspace ordinance will come into effect in 2030.	1
g8	toka	prem50	The European Union is implementing a regulation called Uspace to create authorized airspace zones for automated drones.	prem50_hyp2	An ordinance that will ban automated aerial drones in the European Union will soon come into effect.	2
g6	dialectal	prem51	The landing in Dublin was super uncomfortable, the plane moved a lot, swaying from side to side.	prem51_hyp0	The landing in Dublin was very uncomfortable, the plane moved a lot from side to side.	0
g6	dialectal	prem51	The landing in Dublin was super uncomfortable, the plane moved a lot, swaying from side to side.	prem51_hyp1	When the plane landed in Dublin, passengers started screaming in fear.	1
g6	dialectal	prem51	The landing in Dublin was super uncomfortable, the plane moved a lot, swaying from side to side.	prem51_hyp2	Landings in Dublin are always very calm, without turbulence.	2
g3	dialectal	prem51	The landing we had in Dublin was very scary, the plane moved a lot from side to side.	prem51_hyp0	The landing in Dublin was very uncomfortable, the plane moved a lot from side to side.	0
g3	dialectal	prem51	The landing we had in Dublin was very scary, the plane moved a lot from side to side.	prem51_hyp1	When the plane landed in Dublin, passengers started screaming in fear.	1
g3	dialectal	prem51	The landing we had in Dublin was very scary, the plane moved a lot from side to side.	prem51_hyp2	Landings in Dublin are always very calm, without turbulence.	2
s1	dialectal	prem52	It is known that Joxan Goikoetxea maintained a close relationship with Xabier Lete, especially during the final years of his life.	prem52_hyp0	Xabier Lete and Joxan Goikoetxea had a close relationship.	0
s1	dialectal	prem52	It is known that Joxan Goikoetxea maintained a close relationship with Xabier Lete, especially during the final years of his life.	prem52_hyp1	Xabier Lete and Joxan Goikoetxea are the same age.	1
s1	dialectal	prem52	It is known that Joxan Goikoetxea maintained a close relationship with Xabier Lete, especially during the final years of his life.	prem52_hyp2	Xabier Lete and Joxan Goikoetxea had their closest relationship during their youth.	2
g3	berridazketa	prem53	"The play ""Hard Times"" has been presented at the Arriaga Theater. It is based on a classic by Henrik Ibsen."	prem53_hyp0	"The play ""Hard Times"" is based on one of the great classics by Norwegian playwright Henrik Ibsen."	0
g3	berridazketa	prem53	"The play ""Hard Times"" has been presented at the Arriaga Theater. It is based on a classic by Henrik Ibsen."	prem53_hyp1	"The play ""Hard Times"" presented by the Arriaga Theater in Bilbao is spectacular."	1
g3	berridazketa	prem53	"The play ""Hard Times"" has been presented at the Arriaga Theater. It is based on a classic by Henrik Ibsen."	prem53_hyp2	"The play ""Hard Times"" that will be presented at the Arriaga Theater in Bilbao is based on one of the great classics by Norwegian playwright Henrik Ibsen."	2
g2	dialectal	prem54	On Saturday, October 31st, we received an invitation to go see a film at the Horror Film Festival	prem54_hyp0	We were invited to watch a movie at the Horror Film Festival.	0
g2	dialectal	prem54	On Saturday, October 31st, we received an invitation to go see a film at the Horror Film Festival	prem54_hyp1	On Saturday we watched two movies at the Horror Film Festival.	1
g2	dialectal	prem54	On Saturday, October 31st, we received an invitation to go see a film at the Horror Film Festival	prem54_hyp2	We invited them to watch a movie at the Horror Film Festival.	2
s4	dialectal	prem55	"Adarretatik is a newly created festival in Zautzen, which aims to find its place among summer music festivals, with the goal of ""bringing fringe music to the center."""	prem55_hyp0	A new summer music festival showcasing alternative music has been created in Zarautz: Adarretatik.	0
s4	dialectal	prem55	"Adarretatik is a newly created festival in Zautzen, which aims to find its place among summer music festivals, with the goal of ""bringing fringe music to the center."""	prem55_hyp1	The Adarretatik festival drew crowds to the streets of Zarautz.	1
s4	dialectal	prem55	"Adarretatik is a newly created festival in Zautzen, which aims to find its place among summer music festivals, with the goal of ""bringing fringe music to the center."""	prem55_hyp2	"The Adarretatik summer music festival in Zarautz has been working for years to bring ""marginal music to the center stage."""	2
g8	toka	prem55	"Adarretatik is a newly created festival in Zarautz, which aims to carve out its own space among summer music festivals, with the goal of ""bringing fringe music to the center stage."""	prem55_hyp0	A new summer music festival showcasing alternative music has been created in Zarautz: Adarretatik.	0
g8	toka	prem55	"Adarretatik is a newly created festival in Zarautz, which aims to carve out its own space among summer music festivals, with the goal of ""bringing fringe music to the center stage."""	prem55_hyp1	The Adarretatik festival drew crowds to the streets of Zarautz.	1
g8	toka	prem55	"Adarretatik is a newly created festival in Zarautz, which aims to carve out its own space among summer music festivals, with the goal of ""bringing fringe music to the center stage."""	prem55_hyp2	"The Adarretatik summer music festival in Zarautz has been working for years to bring ""marginal music to the center stage."""	2
g2	dialectal	prem56	European organizations strongly condemn the case against Goiaga	prem56_hyp0	European associations disagree with the case against Goioaga.	0
g2	dialectal	prem56	European organizations strongly condemn the case against Goiaga	prem56_hyp1	The case against Goioaga has received numerous complaints.	1
g2	dialectal	prem56	European organizations strongly condemn the case against Goiaga	prem56_hyp2	The European association has strongly condemned the cases against Goioaga.	2
g6	dialectal	prem57	"The band Solte has prepared an innovative music video for the song ""Eraldatutako mundua"" (Transformed World) from their latest album 'IXA'."	prem57_hyp0	The latest album by Solte is 'IXA'.	0
g6	dialectal	prem57	"The band Solte has prepared an innovative music video for the song ""Eraldatutako mundua"" (Transformed World) from their latest album 'IXA'."	prem57_hyp1	The Solte music band uses lively rhythms, as demonstrated in their song 'Transformed World'.	1
g6	dialectal	prem57	"The band Solte has prepared an innovative music video for the song ""Eraldatutako mundua"" (Transformed World) from their latest album 'IXA'."	prem57_hyp2	'IXA' is Solte music group's first album.	2
g1	dialectal	prem58	Many workers don't know what is right or wrong, they don't know how to act.	prem58_hyp0	Distinguishing between good and evil is not easy for many workers.	0
g1	dialectal	prem58	Many workers don't know what is right or wrong, they don't know how to act.	prem58_hyp1	Not knowing how to act greatly affects the workers.	1
g1	dialectal	prem58	Many workers don't know what is right or wrong, they don't know how to act.	prem58_hyp2	The workers have no doubts, they always know how to act.	2
s4	dialectal	prem59	We discovered a recommendable place last weekend. It's a small complex of houses created in a family atmosphere with a South American touch.	prem59_hyp0	Last weekend we were at a small housing complex that has a South American touch.	0
s4	dialectal	prem59	We discovered a recommendable place last weekend. It's a small complex of houses created in a family atmosphere with a South American touch.	prem59_hyp1	The small housing complex I discovered last weekend was recommended by my aunt, it was created in a family environment and has a South American touch.	1
s4	dialectal	prem59	We discovered a recommendable place last weekend. It's a small complex of houses created in a family atmosphere with a South American touch.	prem59_hyp2	The small group of houses we saw last weekend is not recommendable.	2
s1	dialectal	prem60	The winners will receive computer and drawing materials, and the winning comic will be published in the BERTON magazine of Mahatsarri.	prem60_hyp0	The winners will receive computer and drawing materials.	0
s1	dialectal	prem60	The winners will receive computer and drawing materials, and the winning comic will be published in the BERTON magazine of Mahatsarri.	prem60_hyp1	Each participant may submit only one comic.	1
s1	dialectal	prem60	The winners will receive computer and drawing materials, and the winning comic will be published in the BERTON magazine of Mahatsarri.	prem60_hyp2	The award-winning comics will be published in Mahatseri's BERTON magazine.	2
g1	dialectal	prem61	"Zea Mays will release ""Harro"", their eighth work, on November 3rd."	prem61_hyp0	The band Zea Mays will release a new album.	0
g1	dialectal	prem61	"Zea Mays will release ""Harro"", their eighth work, on November 3rd."	prem61_hyp1	The band Zea Mays consists of five members.	1
g1	dialectal	prem61	"Zea Mays will release ""Harro"", their eighth work, on November 3rd."	prem61_hyp2	The band Zea Mays has not released a single album.	2
s2	noka	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp0	Orio won the first flag at La Concha.	0
s2	noka	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp1	The Orio crew typically dresses in yellow.	1
s2	noka	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp2	Hondarribia won the first flag of La Concha.	2
s2	toka	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp0	Orio won the first flag at La Concha.	0
s2	toka	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp1	The Orio crew typically dresses in yellow.	1
s2	toka	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp2	Hondarribia won the first flag of La Concha.	2
s2	dialectal	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp0	Orio won the first flag at La Concha.	0
s2	dialectal	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp1	The Orio crew typically dresses in yellow.	1
s2	dialectal	prem62	The same fishing crew won Orio's first flag at La Concha.	prem62_hyp2	Hondarribia won the first flag of La Concha.	2
g2	dialectal	prem63	I have been in Rome with my children	prem63_hyp0	I was in Italy recently.	0
g2	dialectal	prem63	I have been in Rome with my children	prem63_hyp1	My children love me very much.	1
g2	dialectal	prem63	I have been in Rome with my children	prem63_hyp2	I have never been to Italy.	2
g3	berridazketa	prem64	"Xabier Lete's play ""Gabon, Txirrita"" premiered in 1982."	prem64_hyp0	Gabon Txirrita is the name of a theater play.	0
g3	berridazketa	prem64	"Xabier Lete's play ""Gabon, Txirrita"" premiered in 1982."	prem64_hyp1	Xabier Lete was an excellent singer.	1
g3	berridazketa	prem64	"Xabier Lete's play ""Gabon, Txirrita"" premiered in 1982."	prem64_hyp2	Xabier Lete did not write any theatrical works.	2
g2	dialectal	prem65	"Recently ""ORM in the Snow Kingdom"" was released, and soon ""The Lego Batman Movie"" will premiere"	prem65_hyp0	Animated films are usually dubbed into Basque.	0
g2	dialectal	prem65	"Recently ""ORM in the Snow Kingdom"" was released, and soon ""The Lego Batman Movie"" will premiere"	prem65_hyp1	Fewer and fewer people are going to watch movies.	1
g2	dialectal	prem65	"Recently ""ORM in the Snow Kingdom"" was released, and soon ""The Lego Batman Movie"" will premiere"	prem65_hyp2	ORM will be the last film to be screened in the Kingdom of Snow.	2
g1	dialectal	prem66	Amazon offers artificial intelligence for schools and its cloud services, as well as Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp0	Amazon has many products related to artificial intelligence.	0
g1	dialectal	prem66	Amazon offers artificial intelligence for schools and its cloud services, as well as Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp1	Amazon's products tend to be cheap.	1
g1	dialectal	prem66	Amazon offers artificial intelligence for schools and its cloud services, as well as Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp2	There are no artificial intelligence products directed at schools.	2
g7	dialectal	prem67	The Basque language learning method developed by the University of Deusto in its time is interesting for taking the first steps in Basque.	prem67_hyp0	The University of Deusto has developed a method for learning Basque.	0
g7	dialectal	prem67	The Basque language learning method developed by the University of Deusto in its time is interesting for taking the first steps in Basque.	prem67_hyp1	The University of Deusto has several schools and faculties.	1
g7	dialectal	prem67	The Basque language learning method developed by the University of Deusto in its time is interesting for taking the first steps in Basque.	prem67_hyp2	The University of Deusto has developed material only for learning Spanish.	2
s2	dialectal	prem68	If you want to know what your level of Basque is, the internet provides that opportunity.	prem68_hyp0	There is an opportunity to measure one's own level of Basque.	0
s2	dialectal	prem68	If you want to know what your level of Basque is, the internet provides that opportunity.	prem68_hyp1	The usage level of the Basque language has been decreasing lately.	1
s2	dialectal	prem68	If you want to know what your level of Basque is, the internet provides that opportunity.	prem68_hyp2	A face-to-face interview is mandatory to determine one's level of Basque language proficiency.	2
s2	toka	prem68	If you wanted to know what your level of Basque is, the internet provides that opportunity.	prem68_hyp0	There is an opportunity to measure one's own level of Basque.	0
s2	toka	prem68	If you wanted to know what your level of Basque is, the internet provides that opportunity.	prem68_hyp1	The usage level of the Basque language has been decreasing lately.	1
s2	toka	prem68	If you wanted to know what your level of Basque is, the internet provides that opportunity.	prem68_hyp2	A face-to-face interview is mandatory to determine one's level of Basque language proficiency.	2
s2	noka	prem68	If you wanted to know what your Basque level is, the network also gives you that option.	prem68_hyp0	There is an opportunity to measure one's own level of Basque.	0
s2	noka	prem68	If you wanted to know what your Basque level is, the network also gives you that option.	prem68_hyp1	The usage level of the Basque language has been decreasing lately.	1
s2	noka	prem68	If you wanted to know what your Basque level is, the network also gives you that option.	prem68_hyp2	A face-to-face interview is mandatory to determine one's level of Basque language proficiency.	2
s2	dialectal	prem69	The electronic certificate contains the identification of the holder and is transmitted with a secure device or something similar.	prem69_hyp0	The certificate attempts to verify the identity of each person.	0
s2	dialectal	prem69	The electronic certificate contains the identification of the holder and is transmitted with a secure device or something similar.	prem69_hyp1	There is no single technique to ensure the identification of the holder.	1
s2	dialectal	prem69	The electronic certificate contains the identification of the holder and is transmitted with a secure device or something similar.	prem69_hyp2	The certificate transmits the raw information of the holder, without encryption.	2
s2	noka	prem69	The certificate receives the identification of the holder in the electronic residence, and sends it with a secure device or something similar.	prem69_hyp0	The certificate attempts to verify the identity of each person.	0
s2	noka	prem69	The certificate receives the identification of the holder in the electronic residence, and sends it with a secure device or something similar.	prem69_hyp1	There is no single technique to ensure the identification of the holder.	1
s2	noka	prem69	The certificate receives the identification of the holder in the electronic residence, and sends it with a secure device or something similar.	prem69_hyp2	The certificate transmits the raw information of the holder, without encryption.	2
s2	toka	prem69	Receiving the identification of the holder in the electronic headquarters with a certificate, and sending it with a secure device or something similar.	prem69_hyp0	The certificate attempts to verify the identity of each person.	0
s2	toka	prem69	Receiving the identification of the holder in the electronic headquarters with a certificate, and sending it with a secure device or something similar.	prem69_hyp1	There is no single technique to ensure the identification of the holder.	1
s2	toka	prem69	Receiving the identification of the holder in the electronic headquarters with a certificate, and sending it with a secure device or something similar.	prem69_hyp2	The certificate transmits the raw information of the holder, without encryption.	2
g6	dialectal	prem70	Something that was funny two weeks ago might be completely over today.	prem70_hyp0	Jokes have a limited lifespan, they don't last forever.	0
g6	dialectal	prem70	Something that was funny two weeks ago might be completely over today.	prem70_hyp1	What one friend finds funny, another doesn't like.	1
g6	dialectal	prem70	Something that was funny two weeks ago might be completely over today.	prem70_hyp2	People like hearing the same jokes over and over again.	2
s3	dialectal	prem71	It has modern facilities, free WiFi in all common areas, and 24-hour uninterrupted security service.	prem71_hyp0	You can connect to the internet if you go to that place.	0
s3	dialectal	prem71	It has modern facilities, free WiFi in all common areas, and 24-hour uninterrupted security service.	prem71_hyp1	Renting that space is very expensive.	1
s3	dialectal	prem71	It has modern facilities, free WiFi in all common areas, and 24-hour uninterrupted security service.	prem71_hyp2	The lack of security is noticeable in that space at night.	2
s2	toka	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp0	It is a horror film.	0
s2	toka	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp1	The film 'It Follows' is a sequel to the film 'It'.	1
s2	toka	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
s2	dialectal	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp0	It is a horror film.	0
s2	dialectal	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp1	The film 'It Follows' is a sequel to the film 'It'.	1
s2	dialectal	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
s2	noka	prem72	We got quite scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp0	It is a horror film.	0
s2	noka	prem72	We got quite scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp1	The film 'It Follows' is a sequel to the film 'It'.	1
s2	noka	prem72	We got quite scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
s3	dialectal	prem72	A little while ago this month, the movie 'It Follows' directed by David Robert Mitchell was released.	prem72_hyp0	It is a horror film.	0
s3	dialectal	prem72	A little while ago this month, the movie 'It Follows' directed by David Robert Mitchell was released.	prem72_hyp1	The film 'It Follows' is a sequel to the film 'It'.	1
s3	dialectal	prem72	A little while ago this month, the movie 'It Follows' directed by David Robert Mitchell was released.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
s1	dialectal	prem72	I was a bit disappointed this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp0	It is a horror film.	0
s1	dialectal	prem72	I was a bit disappointed this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp1	The film 'It Follows' is a sequel to the film 'It'.	1
s1	dialectal	prem72	I was a bit disappointed this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
s4	dialectal	prem72	We were a bit scared this month with the film 'It Follows' directed by David Robert Mitchell.	prem72_hyp0	It is a horror film.	0
s4	dialectal	prem72	We were a bit scared this month with the film 'It Follows' directed by David Robert Mitchell.	prem72_hyp1	The film 'It Follows' is a sequel to the film 'It'.	1
s4	dialectal	prem72	We were a bit scared this month with the film 'It Follows' directed by David Robert Mitchell.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
g3	berridazketa	prem73	The other 5 buildings have two floors; the ground floor contains industrial modules, and the upper floor has offices.	prem73_hyp0	The buildings are prepared for industrial use.	0
g3	berridazketa	prem73	The other 5 buildings have two floors; the ground floor contains industrial modules, and the upper floor has offices.	prem73_hyp1	The buildings are very modern.	1
g3	berridazketa	prem73	The other 5 buildings have two floors; the ground floor contains industrial modules, and the upper floor has offices.	prem73_hyp2	All buildings have a single floor.	2
g2	dialectal	prem74	Almost all runners are using more Basque from now on!	prem74_hyp0	Many runners don't use Basque language.	0
g2	dialectal	prem74	Almost all runners are using more Basque from now on!	prem74_hyp1	Running is generally healthy.	1
g2	dialectal	prem74	Almost all runners are using more Basque from now on!	prem74_hyp2	Everyone who runs also speaks Basque.	2
s4	dialectal	prem75	We still have the ability to influence public opinion.	prem75_hyp0	Public opinion can change.	0
s4	dialectal	prem75	We still have the ability to influence public opinion.	prem75_hyp1	People have different opinions.	1
s4	dialectal	prem75	We still have the ability to influence public opinion.	prem75_hyp2	Public opinion is firm.	2
s2	noka	prem75	She still had something to say in public opinion.	prem75_hyp0	Public opinion can change.	0
s2	noka	prem75	She still had something to say in public opinion.	prem75_hyp1	People have different opinions.	1
s2	noka	prem75	She still had something to say in public opinion.	prem75_hyp2	Public opinion is firm.	2
s2	toka	prem75	We still have time to influence public opinion.	prem75_hyp0	Public opinion can change.	0
s2	toka	prem75	We still have time to influence public opinion.	prem75_hyp1	People have different opinions.	1
s2	toka	prem75	We still have time to influence public opinion.	prem75_hyp2	Public opinion is firm.	2
s2	dialectal	prem75	There is still the ability to shape public opinion.	prem75_hyp0	Public opinion can change.	0
s2	dialectal	prem75	There is still the ability to shape public opinion.	prem75_hyp1	People have different opinions.	1
s2	dialectal	prem75	There is still the ability to shape public opinion.	prem75_hyp2	Public opinion is firm.	2
s1	dialectal	prem75	It still doesn't have the ability to influence public opinion.	prem75_hyp0	Public opinion can change.	0
s1	dialectal	prem75	It still doesn't have the ability to influence public opinion.	prem75_hyp1	People have different opinions.	1
s1	dialectal	prem75	It still doesn't have the ability to influence public opinion.	prem75_hyp2	Public opinion is firm.	2
s3	dialectal	prem75	We still have the ability to influence public opinion.	prem75_hyp0	Public opinion can change.	0
s3	dialectal	prem75	We still have the ability to influence public opinion.	prem75_hyp1	People have different opinions.	1
s3	dialectal	prem75	We still have the ability to influence public opinion.	prem75_hyp2	Public opinion is firm.	2
g1	dialectal	prem76	There are tons of articles, texts, videos, and audio on the Ikasbil website.	prem76_hyp0	No text, video, or audio can be found on the internet.	0
g1	dialectal	prem76	There are tons of articles, texts, videos, and audio on the Ikasbil website.	prem76_hyp1	Iskanbil is a well-known internet website.	1
g1	dialectal	prem76	There are tons of articles, texts, videos, and audio on the Ikasbil website.	prem76_hyp2	On the Iskanbil website, there is only text.	2
g8	toka	prem76	There are thousands and thousands of articles, texts, videos and audios in Ikasibil.	prem76_hyp0	No text, video, or audio can be found on the internet.	0
g8	toka	prem76	There are thousands and thousands of articles, texts, videos and audios in Ikasibil.	prem76_hyp1	Iskanbil is a well-known internet website.	1
g8	toka	prem76	There are thousands and thousands of articles, texts, videos and audios in Ikasibil.	prem76_hyp2	On the Iskanbil website, there is only text.	2
g4	dialectal	prem77	You will find detailed information about each procedure, process and service in the electronic office's catalog of procedures.	prem77_hyp0	Documentation explaining the procedure and operation of services is accessible.	0
g4	dialectal	prem77	You will find detailed information about each procedure, process and service in the electronic office's catalog of procedures.	prem77_hyp1	Accessing the electronic headquarters is very complex.	1
g4	dialectal	prem77	You will find detailed information about each procedure, process and service in the electronic office's catalog of procedures.	prem77_hyp2	No documentation is required to learn about procedures and services.	2
g3	berridazketa	prem78	That company in Sondika has industrial and office modules, distributed across 5 buildings.	prem78_hyp0	Several companies have their headquarters located in Sondika.	0
g3	berridazketa	prem78	That company in Sondika has industrial and office modules, distributed across 5 buildings.	prem78_hyp1	The Sondika Business Center is one of the most important in Bizkaia.	1
g3	berridazketa	prem78	That company in Sondika has industrial and office modules, distributed across 5 buildings.	prem78_hyp2	The Sondika Business Center has two buildings.	2
g1	dialectal	prem79	We are five people and I am the youngest	prem79_hyp0	There are friends of different ages in the group.	0
g1	dialectal	prem79	We are five people and I am the youngest	prem79_hyp1	If we wanted to play mus, one out of five would have to sit out.	1
g1	dialectal	prem79	We are five people and I am the youngest	prem79_hyp2	Five friends were born on the same day and year.	2
g6	dialectal	prem80	The judge sentenced four young people from the neighborhood to six months in prison.	prem80_hyp0	There are several young people in the neighborhood who have received prison sentences.	0
g6	dialectal	prem80	The judge sentenced four young people from the neighborhood to six months in prison.	prem80_hyp1	Since the prison sentence is less than two years, the four young people will not go to jail.	1
g6	dialectal	prem80	The judge sentenced four young people from the neighborhood to six months in prison.	prem80_hyp2	The judge acquitted the four young people from the neighborhood.	2
g7	dialectal	prem81	Miren and Andrea's relationship was clandestine from the beginning, because it existed outside of the normative couple model.	prem81_hyp0	Miren and Andrea are in a romantic relationship.	0
g7	dialectal	prem81	Miren and Andrea's relationship was clandestine from the beginning, because it existed outside of the normative couple model.	prem81_hyp1	Homosexual relationships should be lived with normality.	1
g7	dialectal	prem81	Miren and Andrea's relationship was clandestine from the beginning, because it existed outside of the normative couple model.	prem81_hyp2	Miren and Andrea's relationship was completely normal.	2
g4	dialectal	prem82	It's an international festival, there are proposals from abroad, although there is also a presence of Basque groups	prem82_hyp0	International bands perform at this festival.	0
g4	dialectal	prem82	It's an international festival, there are proposals from abroad, although there is also a presence of Basque groups	prem82_hyp1	Festivals are unparalleled opportunities to experience live music.	1
g4	dialectal	prem82	It's an international festival, there are proposals from abroad, although there is also a presence of Basque groups	prem82_hyp2	Only one Basque band played at this festival.	2
s4	dialectal	prem83	For the third consecutive year, the Santutxu Mountaineering Club has organized a timed hike, scheduled for Saturday, October 20th.	prem83_hyp0	The Santutxu Mountaineering Group regularly organizes mountain excursions.	0
s4	dialectal	prem83	For the third consecutive year, the Santutxu Mountaineering Club has organized a timed hike, scheduled for Saturday, October 20th.	prem83_hyp1	Many people show up for the hiking excursions of Santutxu Mountaineering Group.	1
s4	dialectal	prem83	For the third consecutive year, the Santutxu Mountaineering Club has organized a timed hike, scheduled for Saturday, October 20th.	prem83_hyp2	The Santutxu Mountaineering Group was formed last year.	2
g4	dialectal	prem84	The album features R 'N' R style and southern rock with carefully crafted lyrics and arrangements	prem84_hyp0	It can be said that rock is the main style of the songs that make up the album.	0
g4	dialectal	prem84	The album features R 'N' R style and southern rock with carefully crafted lyrics and arrangements	prem84_hyp1	Guitars dominate in southern rock songs.	1
g4	dialectal	prem84	The album features R 'N' R style and southern rock with carefully crafted lyrics and arrangements	prem84_hyp2	All songs on the disc are instrumental.	2
g5	dialectal	prem85	A clown takes photos of children and prepares a special invitation to distribute to 60 children.	prem85_hyp0	The children will receive a special invitation.	0
g5	dialectal	prem85	A clown takes photos of children and prepares a special invitation to distribute to 60 children.	prem85_hyp1	Children always turn out well in photographs.	1
g5	dialectal	prem85	A clown takes photos of children and prepares a special invitation to distribute to 60 children.	prem85_hyp2	The children took a photo of a parent.	2
g5	dialectal	prem86	The Ertzaintza identified and arrested eleven people in Mobidata.	prem86_hyp0	The Ertzaintza (Basque police) arrested many people.	0
g5	dialectal	prem86	The Ertzaintza identified and arrested eleven people in Mobidata.	prem86_hyp1	Many of the arrested people will be set free.	1
g5	dialectal	prem86	The Ertzaintza identified and arrested eleven people in Mobidata.	prem86_hyp2	The Ertzaintza arrested all the people who participated in the riots.	2
g1	dialectal	prem87	Before becoming a musician and writer, Xabier Lete worked as a theater actor.	prem87_hyp0	Xabier Lete was an artist who worked in multiple fields.	0
g1	dialectal	prem87	Before becoming a musician and writer, Xabier Lete worked as a theater actor.	prem87_hyp1	Xabier Lete's voice was very pleasant.	1
g1	dialectal	prem87	Before becoming a musician and writer, Xabier Lete worked as a theater actor.	prem87_hyp2	Xabier Lete did not pursue any artistic field until he started singing.	2
s4	dialectal	prem88	In the last days, when there were only 3 kilometers left to reach Logroño, I met the daughter of Maria la de los Higos.	prem88_hyp0	I spent several days on the road to Logroño.	0
s4	dialectal	prem88	In the last days, when there were only 3 kilometers left to reach Logroño, I met the daughter of Maria la de los Higos.	prem88_hyp1	Maria de los Higos's daughter is very friendly.	1
s4	dialectal	prem88	In the last days, when there were only 3 kilometers left to reach Logroño, I met the daughter of Maria la de los Higos.	prem88_hyp2	All of Maria de los Higos's children were male.	2
g7	dialectal	prem89	We know well that I am not a bird like them and they were not born to stay tied to one place.	prem89_hyp0	Both of our natures are very different.	0
