ann_id	change_type	herrialdea	prem_id	premise	hypothesis_id	hypothesis	label
1	berridazketa	Uruguay	prem57	"The group Solte prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka elkartea, 2016)."	prem57_hyp2	'IXA' is the first album by the musical group Solte.	2
5	dialectal	Espainia_and	prem58	Many workers don't know what's right and what's wrong, they don't know how to act.	prem58_hyp0	Distinguishing between right and wrong is not easy for many workers.	0
5	dialectal	Espainia_and	prem58	Many workers don't know what's right and what's wrong, they don't know how to act.	prem58_hyp1	Workers are greatly affected by not knowing how to act.	1
5	dialectal	Espainia_and	prem58	Many workers don't know what's right and what's wrong, they don't know how to act.	prem58_hyp2	The workers have no doubts, they always know how they should act.	2
5	dialectal	Espainia_and	prem59	We discovered a recommendable place last weekend. It's a small collection of houses created in a family environment with a South American touch.	prem59_hyp0	Last weekend we were at a small cluster of houses that has a South American touch.	0
5	dialectal	Espainia_and	prem59	We discovered a recommendable place last weekend. It's a small collection of houses created in a family environment with a South American touch.	prem59_hyp1	The small group of houses that I visited last weekend was recommended to me by my aunt; it's built in a family-friendly environment and has a South American touch.	1
5	dialectal	Espainia_and	prem59	We discovered a recommendable place last weekend. It's a small collection of houses created in a family environment with a South American touch.	prem59_hyp2	The small group of houses that we saw last weekend is not recommended.	2
5	dialectal	Espainia_and	prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in BERTON magazine of Mahatserri.	prem60_hyp0	The winners will receive computer and drawing supplies.	0
5	dialectal	Espainia_and	prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in BERTON magazine of Mahatserri.	prem60_hyp1	Each participant may submit only one comic.	1
5	dialectal	Espainia_and	prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in BERTON magazine of Mahatserri.	prem60_hyp2	The winning comics will be published in BERTON magazine by Mahatsarri.	2
5	dialectal	Espainia_and	prem61	The group Zea Mays will release their eighth work, titled 'Haro', on November 3	prem61_hyp0	The group Zea Mays will release a new album.	0
5	dialectal	Espainia_and	prem61	The group Zea Mays will release their eighth work, titled 'Haro', on November 3	prem61_hyp1	The Zea Mays group consists of five members.	1
5	dialectal	Espainia_and	prem61	The group Zea Mays will release their eighth work, titled 'Haro', on November 3	prem61_hyp2	The group Zea Mays has not released a single album.	2
5	dialectal	Espainia_and	prem62	The same crew of fishermen won the first flag of La Concha for Orio.	prem62_hyp0	Orio won the first flag of La Concha.	0
5	dialectal	Espainia_and	prem62	The same crew of fishermen won the first flag of La Concha for Orio.	prem62_hyp1	The Orio crew usually wears yellow.	1
5	dialectal	Espainia_and	prem62	The same crew of fishermen won the first flag of La Concha for Orio.	prem62_hyp2	Hondarribia won the first Concha flag.	2
1	berridazketa	Uruguay	prem63	I have just been to Rome with my children.	prem63_hyp0	I have been to Italy recently.	0
1	berridazketa	Uruguay	prem63	I have just been to Rome with my children.	prem63_hyp1	My children love me very much.	1
1	berridazketa	Uruguay	prem63	I have just been to Rome with my children.	prem63_hyp2	I have never been to Italy.	2
5	dialectal	Espainia_and	prem64	"The play ""Gabon, Txirrita"", written and directed by Xabier Lete, was staged in 1982."	prem64_hyp0	Good Night Txirrita is the name of a theater play.	0
5	dialectal	Espainia_and	prem64	"The play ""Gabon, Txirrita"", written and directed by Xabier Lete, was staged in 1982."	prem64_hyp1	Xabier Lete was an excellent singer.	1
5	dialectal	Espainia_and	prem64	"The play ""Gabon, Txirrita"", written and directed by Xabier Lete, was staged in 1982."	prem64_hyp2	Xabier Lete did not write plays.	2
5	dialectal	Espainia_and	prem65	"""Orm in the Snow Kingdom"" was recently released, and ""The Lego Batman Movie"" will be released soon."	prem65_hyp0	Animated films are usually dubbed into Basque.	0
5	dialectal	Espainia_and	prem65	"""Orm in the Snow Kingdom"" was recently released, and ""The Lego Batman Movie"" will be released soon."	prem65_hyp1	Fewer and fewer people are going to the movies.	1
5	dialectal	Espainia_and	prem65	"""Orm in the Snow Kingdom"" was recently released, and ""The Lego Batman Movie"" will be released soon."	prem65_hyp2	ORM will be the last film to be screened in the Kingdom of Snow.	2
5	dialectal	Espainia_and	prem66	Amazon offers artificial intelligence for schools, cloud computing, and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp0	Amazon has many products related to artificial intelligence.	0
5	dialectal	Espainia_and	prem66	Amazon offers artificial intelligence for schools, cloud computing, and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp1	Amazon products tend to be cheap.	1
5	dialectal	Espainia_and	prem66	Amazon offers artificial intelligence for schools, cloud computing, and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp2	There are no artificial intelligence products aimed at schools.	2
5	dialectal	Espainia_and	prem67	For a first approach to Euskera (Basque language), the Euskera learning method published by the University of Deusto is interesting.	prem67_hyp0	The University of Deusto has developed a method for learning Basque.	0
5	dialectal	Espainia_and	prem67	For a first approach to Euskera (Basque language), the Euskera learning method published by the University of Deusto is interesting.	prem67_hyp1	The University of Deusto has several schools and faculties.	1
5	dialectal	Espainia_and	prem67	For a first approach to Euskera (Basque language), the Euskera learning method published by the University of Deusto is interesting.	prem67_hyp2	The University of Deusto has only developed materials for learning Spanish.	2
1	dialectal	Uruguay	prem68	If you want to know your level of Basque, the network also offers you that possibility.	prem68_hyp0	It is possible to measure each person's level of Basque.	0
1	dialectal	Uruguay	prem68	If you want to know your level of Basque, the network also offers you that possibility.	prem68_hyp1	The level of Basque language usage has been decreasing lately.	1
1	dialectal	Uruguay	prem68	If you want to know your level of Basque, the network also offers you that possibility.	prem68_hyp2	An in-person interview is required to assess each person's level of Basque language proficiency.	2
5	dialectal	Espainia_and	prem69	The certificate includes the identification of the electronic site holder and is issued through a secure device or an equivalent means.	prem69_hyp0	The certificate attempts to guarantee the identity of each person.	0
5	dialectal	Espainia_and	prem69	The certificate includes the identification of the electronic site holder and is issued through a secure device or an equivalent means.	prem69_hyp1	There is no single technique to ensure the identification of the holder.	1
5	dialectal	Espainia_and	prem69	The certificate includes the identification of the electronic site holder and is issued through a secure device or an equivalent means.	prem69_hyp2	The certificate transmits the holder's information in raw form, unencrypted.	2
5	dialectal	Espainia_and	prem70	Something that made you laugh two weeks ago might be completely worn out today.	prem70_hyp0	The lifespan of jokes is limited, it's not forever.	0
5	dialectal	Espainia_and	prem70	Something that made you laugh two weeks ago might be completely worn out today.	prem70_hyp1	What makes one friend laugh might not please another.	1
5	dialectal	Espainia_and	prem70	Something that made you laugh two weeks ago might be completely worn out today.	prem70_hyp2	People like to hear the same jokes over and over again.	2
5	dialectal	Espainia_and	prem71	It features modern facilities, free WiFi in common areas, and 24-hour permanent security service.	prem71_hyp0	You can connect to the Internet if you go to that place.	0
5	dialectal	Espainia_and	prem71	It features modern facilities, free WiFi in common areas, and 24-hour permanent security service.	prem71_hyp1	Renting that space is very expensive.	1
5	dialectal	Espainia_and	prem71	It features modern facilities, free WiFi in common areas, and 24-hour permanent security service.	prem71_hyp2	The insecurity is evident in that space during the night.	2
1	berridazketa	Uruguay	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp0	It is a horror movie.	0
1	berridazketa	Uruguay	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp1	The movie 'It follows' is the continuation of the movie 'It'.	1
1	berridazketa	Uruguay	prem72	We got a bit scared this month with the movie 'It Follows' directed by David Robert Mitchell.	prem72_hyp2	Director David Robert Mitchell only makes comedies.	2
5	dialectal	Espainia_and	prem73	The other 5 buildings have two floors each; on the ground floor there are industrial units, and on the upper floor there are office units.	prem73_hyp0	The buildings are prepared for industrial use.	0
5	dialectal	Espainia_and	prem73	The other 5 buildings have two floors each; on the ground floor there are industrial units, and on the upper floor there are office units.	prem73_hyp1	The buildings are very modern.	1
5	dialectal	Espainia_and	prem73	The other 5 buildings have two floors each; on the ground floor there are industrial units, and on the upper floor there are office units.	prem73_hyp2	All the buildings are single-story.	2
5	dialectal	Espainia_and	prem74	Let's see if all the runners use more Euskera (Basque language) from now on!	prem74_hyp0	Many runners do not use Basque.	0
5	dialectal	Espainia_and	prem74	Let's see if all the runners use more Euskera (Basque language) from now on!	prem74_hyp1	Running is healthy in general.	1
5	dialectal	Espainia_and	prem74	Let's see if all the runners use more Euskera (Basque language) from now on!	prem74_hyp2	Everyone who runs also does so in Basque.	2
5	dialectal	Espainia_and	prem75	We still have the capacity to influence public opinion.	prem75_hyp0	Public opinion can change.	0
5	dialectal	Espainia_and	prem75	We still have the capacity to influence public opinion.	prem75_hyp1	People have very diverse opinions.	1
5	dialectal	Espainia_and	prem75	We still have the capacity to influence public opinion.	prem75_hyp2	Public opinion is firm.	2
5	dialectal	Espainia_and	prem76	On the Ikasbil website, there are thousands and thousands of articles, texts, videos, and audio.	prem76_hyp0	No texts, videos, or audios can be found on the Internet.	0
5	dialectal	Espainia_and	prem76	On the Ikasbil website, there are thousands and thousands of articles, texts, videos, and audio.	prem76_hyp1	Iskanbil is a well-known internet website.	1
5	dialectal	Espainia_and	prem76	On the Ikasbil website, there are thousands and thousands of articles, texts, videos, and audio.	prem76_hyp2	On the Iskanbil website there is only text.	2
5	dialectal	Espainia_and	prem77	In the electronic headquarters' catalog of procedures, you will find detailed information about each procedure, process, and service.	prem77_hyp0	The documentation explaining the procedure and operation of the services is accessible.	0
5	dialectal	Espainia_and	prem77	In the electronic headquarters' catalog of procedures, you will find detailed information about each procedure, process, and service.	prem77_hyp1	Access to the electronic headquarters is very complex.	1
5	dialectal	Espainia_and	prem77	In the electronic headquarters' catalog of procedures, you will find detailed information about each procedure, process, and service.	prem77_hyp2	No documentation is needed to learn about procedures and services.	2
5	dialectal	Espainia_and	prem78	In this Business Center of Sondika there are industrial modules and office modules, distributed across 5 buildings.	prem78_hyp0	Several companies have their headquarters located in Sondika.	0
5	dialectal	Espainia_and	prem78	In this Business Center of Sondika there are industrial modules and office modules, distributed across 5 buildings.	prem78_hyp1	The Sondika Business Center is one of the most important in Bizkaia.	1
5	dialectal	Espainia_and	prem78	In this Business Center of Sondika there are industrial modules and office modules, distributed across 5 buildings.	prem78_hyp2	The Sondika Business Center has two buildings.	2
5	dialectal	Espainia_and	prem79	We are five friends, and I am the youngest.	prem79_hyp0	There are friends of different ages in the group.	0
5	dialectal	Espainia_and	prem79	We are five friends, and I am the youngest.	prem79_hyp1	If we wanted to play mus, one of the five would have to stay out.	1
5	dialectal	Espainia_and	prem79	We are five friends, and I am the youngest.	prem79_hyp2	Five friends were born on the same day and year.	2
5	dialectal	Espainia_and	prem80	The judge sentenced four young people from the neighborhood to six months in prison.	prem80_hyp0	There are several young people in the neighborhood who have received prison sentences.	0
5	dialectal	Espainia_and	prem80	The judge sentenced four young people from the neighborhood to six months in prison.	prem80_hyp1	Since the prison sentence is less than two years, the four young people will not go to jail.	1
5	dialectal	Espainia_and	prem80	The judge sentenced four young people from the neighborhood to six months in prison.	prem80_hyp2	The judge acquitted the four young men from the neighborhood.	2
5	dialectal	Espainia_and	prem81	Miren and Andrea's relationship was clandestine from the beginning, because the couple was outside the norm.	prem81_hyp0	Miren and Andrea are in a romantic relationship.	0
5	dialectal	Espainia_and	prem81	Miren and Andrea's relationship was clandestine from the beginning, because the couple was outside the norm.	prem81_hyp1	Homosexual relationships should be treated as normal.	1
5	dialectal	Espainia_and	prem81	Miren and Andrea's relationship was clandestine from the beginning, because the couple was outside the norm.	prem81_hyp2	The relationship between Miren and Andrea was completely normal.	2
5	dialectal	Espainia_and	prem82	Being an international festival, there are also proposals from abroad, although the presence of Basque groups predominates.	prem82_hyp0	International groups perform at this festival.	0
5	dialectal	Espainia_and	prem82	Being an international festival, there are also proposals from abroad, although the presence of Basque groups predominates.	prem82_hyp1	Festivals are unparalleled opportunities to experience live music.	1
5	dialectal	Espainia_and	prem82	Being an international festival, there are also proposals from abroad, although the presence of Basque groups predominates.	prem82_hyp2	Only one Basque group performed at this festival.	2
1	berridazketa	Uruguay	prem83	For the third consecutive year, the Santutxu Mountaineering Group organized a regulated march for Saturday, October 20.	prem83_hyp0	The Santutxu Mountaineering Group usually organizes mountain excursions.	0
1	berridazketa	Uruguay	prem83	For the third consecutive year, the Santutxu Mountaineering Group organized a regulated march for Saturday, October 20.	prem83_hyp1	Many people attend the excursions of the Santutxu Mountaineering Group.	1
1	berridazketa	Uruguay	prem83	For the third consecutive year, the Santutxu Mountaineering Group organized a regulated march for Saturday, October 20.	prem83_hyp2	The Santutxu Mountaineering Group was formed last year.	2
5	dialectal	Espainia_and	prem84	They are songs with elaborate lyrics and arrangements that work with R&R style and southern rock.	prem84_hyp0	It can be said that the main style of the songs that make up the album is rock.	0
5	dialectal	Espainia_and	prem84	They are songs with elaborate lyrics and arrangements that work with R&R style and southern rock.	prem84_hyp1	Guitars predominate in southern rock songs.	1
5	dialectal	Espainia_and	prem84	They are songs with elaborate lyrics and arrangements that work with R&R style and southern rock.	prem84_hyp2	All the songs on the album are instrumental.	2
5	dialectal	Espainia_and	prem85	A father takes a photo of the child and prepares a special invitation to distribute to 60 children.	prem85_hyp0	The children will receive a special invitation.	0
5	dialectal	Espainia_and	prem85	A father takes a photo of the child and prepares a special invitation to distribute to 60 children.	prem85_hyp1	Children always look good in photos.	1
5	dialectal	Espainia_and	prem85	A father takes a photo of the child and prepares a special invitation to distribute to 60 children.	prem85_hyp2	The children have taken a photo of one of the parents.	2
5	dialectal	Espainia_and	prem86	The Ertzaintza identified and arrested eleven people during the disturbances.	prem86_hyp0	The Ertzaintza arrested many people.	0
5	dialectal	Espainia_and	prem86	The Ertzaintza identified and arrested eleven people during the disturbances.	prem86_hyp1	Many detained people will be set free.	1
5	dialectal	Espainia_and	prem86	The Ertzaintza identified and arrested eleven people during the disturbances.	prem86_hyp2	The Ertzaintza arrested all the people who participated in the riots.	2
5	dialectal	Espainia_and	prem87	Before becoming a musician or writer, Xabier Lete was a theater actor.	prem87_hyp0	Xabier Lete was an artist who worked in various fields.	0
5	dialectal	Espainia_and	prem87	Before becoming a musician or writer, Xabier Lete was a theater actor.	prem87_hyp1	Xabier Lete's voice was very pleasant.	1
5	dialectal	Espainia_and	prem87	Before becoming a musician or writer, Xabier Lete was a theater actor.	prem87_hyp2	Xabier Lete did not practice any artistic discipline until he began singing.	2
5	dialectal	Espainia_and	prem88	On the last day, when there were only 3 kilometers left to reach Logroño, I met María from Los Higos' daughter.	prem88_hyp0	I spent several days on the road to Logroño.	0
5	dialectal	Espainia_and	prem88	On the last day, when there were only 3 kilometers left to reach Logroño, I met María from Los Higos' daughter.	prem88_hyp1	María de los Higos's daughter is very kind.	1
5	dialectal	Espainia_and	prem88	On the last day, when there were only 3 kilometers left to reach Logroño, I met María from Los Higos' daughter.	prem88_hyp2	All of María de los Higos' children were boys.	2
5	dialectal	Espainia_and	prem89	We well know that I am not a bird like him and that he was not born to be tied to one place.	prem89_hyp0	The nature of both is very different.	0
5	dialectal	Espainia_and	prem89	We well know that I am not a bird like him and that he was not born to be tied to one place.	prem89_hyp1	There are different types of personalities, and one is not better than another.	1
5	dialectal	Espainia_and	prem89	We well know that I am not a bird like him and that he was not born to be tied to one place.	prem89_hyp2	He/She prefers to stay at home rather than traveling around.	2
5	dialectal	Espainia_and	prem90	They will celebrate the fourth anniversary of the Employment Office on October 20	prem90_hyp0	The Employment Office anniversary is celebrated in autumn.	0
5	dialectal	Espainia_and	prem90	They will celebrate the fourth anniversary of the Employment Office on October 20	prem90_hyp1	Next year they will celebrate the anniversary of the Employment Office in San Sebastian.	1
5	dialectal	Espainia_and	prem90	They will celebrate the fourth anniversary of the Employment Office on October 20	prem90_hyp2	Last year they celebrated the fourth anniversary of the Employment Office.	2
5	dialectal	Espainia_and	prem91	By decision of the parents or guardians, Euskera will be the language used by the participants	prem91_hyp0	Parents and guardians have decided that participants will speak in Basque.	0
5	dialectal	Espainia_and	prem91	By decision of the parents or guardians, Euskera will be the language used by the participants	prem91_hyp1	Parents and guardians have decided to speak Basque with the children.	1
5	dialectal	Espainia_and	prem91	By decision of the parents or guardians, Euskera will be the language used by the participants	prem91_hyp2	The participants have decided that parents and guardians will speak in Basque.	2
1	berridazketa	Uruguay	prem92	Lagun Aro placed notices written only in Spanish on both sides of the door at the Benta Berri branch in Antiguo.	prem92_hyp0	The notices placed by friend Aro in the Benta Berri branch of Antiguo were written in Spanish.	0
1	berridazketa	Uruguay	prem92	Lagun Aro placed notices written only in Spanish on both sides of the door at the Benta Berri branch in Antiguo.	prem92_hyp1	The notes that friend Aro left at the Benta Berri branch in Antiguo were well written.	1
1	berridazketa	Uruguay	prem92	Lagun Aro placed notices written only in Spanish on both sides of the door at the Benta Berri branch in Antiguo.	prem92_hyp2	The notices placed by friend Aro in the Benta Berri branch of Antiguo were written in English.	2
1	berridazketa	Uruguay	prem93	Reports of torture were received from all police forces, including the Ertzaintza.	prem93_hyp0	They have reported that the Ertzaintza has also practiced torture.	0
1	berridazketa	Uruguay	prem93	Reports of torture were received from all police forces, including the Ertzaintza.	prem93_hyp1	The Ertzaintza has reported cases of police torture.	1
1	berridazketa	Uruguay	prem93	Reports of torture were received from all police forces, including the Ertzaintza.	prem93_hyp2	The Ertzaintza is cleared of torture accusations.	2
1	berridazketa	Uruguay	prem94	My sister wanted to recover grandmother Jesusa's recipe for making muffins.	prem94_hyp0	Grandmother Jesusa had the recipe for making muffins.	0
1	berridazketa	Uruguay	prem94	My sister wanted to recover grandmother Jesusa's recipe for making muffins.	prem94_hyp1	My sister only likes the muffins that Grandma Jesusa makes.	1
1	berridazketa	Uruguay	prem94	My sister wanted to recover grandmother Jesusa's recipe for making muffins.	prem94_hyp2	Grandmother Jesusa wanted to recover my sister's recipe for making muffins.	2
5	dialectal	Espainia_and	prem95	No identification or physical presence is required to activate and issue the BAK: it is done through the Internet.	prem95_hyp0	You can request online to have your BAK activated and sent to you.	0
5	dialectal	Espainia_and	prem95	No identification or physical presence is required to activate and issue the BAK: it is done through the Internet.	prem95_hyp1	You can request the cancellation of your BAK through the Internet.	1
5	dialectal	Espainia_and	prem95	No identification or physical presence is required to activate and issue the BAK: it is done through the Internet.	prem95_hyp2	You must request online for them to activate and send you the BAK.	2
1	dialectal	Uruguay	prem96	I could only save three photos.	prem96_hyp0	I haven't had the opportunity to save the four photos.	0
1	dialectal	Uruguay	prem96	I could only save three photos.	prem96_hyp1	I had four photographs saved.	1
1	dialectal	Uruguay	prem96	I could only save three photos.	prem96_hyp2	I only have four photographs saved.	2
5	dialectal	Espainia_and	prem97	On Saturday, October 31, we received an invitation to go see a movie at the Horror Film Festival.	prem97_hyp0	We were invited to watch a movie at the Horror Film Festival.	0
5	dialectal	Espainia_and	prem97	On Saturday, October 31, we received an invitation to go see a movie at the Horror Film Festival.	prem97_hyp1	We went to see a movie at the Horror Film Festival.	1
5	dialectal	Espainia_and	prem97	On Saturday, October 31, we received an invitation to go see a movie at the Horror Film Festival.	prem97_hyp2	We were invited to participate in a Horror Film Festival movie.	2
1	berridazketa	Uruguay	prem98	Caja Laboral once again assigned an employee who doesn't speak Basque to handle tax returns at the branch on Matia Street in Antiguo, San Sebastián.	prem98_hyp0	The employee who helps with tax returns at the Caja Laboral branch on Matia Street in El Antiguo speaks exclusively Spanish.	0
1	berridazketa	Uruguay	prem98	Caja Laboral once again assigned an employee who doesn't speak Basque to handle tax returns at the branch on Matia Street in Antiguo, San Sebastián.	prem98_hyp1	The employees at the Caja Laboral branch on Matia Street in El Antiguo speak only in Spanish.	1
1	berridazketa	Uruguay	prem98	Caja Laboral once again assigned an employee who doesn't speak Basque to handle tax returns at the branch on Matia Street in Antiguo, San Sebastián.	prem98_hyp2	The employees at the Caja Laboral branch on Matia Street in El Antiguo speak only in Basque.	2
5	dialectal	Espainia_and	prem99	The humor between the nurse makes everything more bearable.	prem99_hyp0	If the nurses joke around with each other, everything goes better.	0
5	dialectal	Espainia_and	prem99	The humor between the nurse makes everything more bearable.	prem99_hyp1	When nurses are in a good mood, it helps patients a lot.	1
5	dialectal	Espainia_and	prem99	The humor between the nurse makes everything more bearable.	prem99_hyp2	Nurses are forbidden from using humor.	2
1	berridazketa	Uruguay	prem100	In addition to the obvious damage caused by the pandemic, what occurred dramatically exposed and brought to light the weaknesses of the European Union and, among other things, reveals the decline of European technological innovation and the lack of industrial leadership.	prem100_hyp0	What has occurred has made it clear that, in addition to the damage caused by the pandemic, the European Union is weak and is not a world leader in technological and industrial innovation.	0
1	berridazketa	Uruguay	prem100	In addition to the obvious damage caused by the pandemic, what occurred dramatically exposed and brought to light the weaknesses of the European Union and, among other things, reveals the decline of European technological innovation and the lack of industrial leadership.	prem100_hyp1	What has occurred has made it clear that, due to the damage caused by the pandemic, the European Union must regain its leadership in technological and industrial innovation in the world.	1
1	berridazketa	Uruguay	prem100	In addition to the obvious damage caused by the pandemic, what occurred dramatically exposed and brought to light the weaknesses of the European Union and, among other things, reveals the decline of European technological innovation and the lack of industrial leadership.	prem100_hyp2	What has occurred has made it clear that, in addition to the damage caused by the pandemic, the European Union is weak but is a world leader in technological and industrial innovation.	2
2	dialectal	Espainia_ten	prem101	People who do not obtain a spot enter the waiting list, in the same order as the draw.	prem101_hyp0	If you don't get a spot, you will be placed on the waiting list, maintaining the order from the draw.	0
2	dialectal	Espainia_ten	prem101	People who do not obtain a spot enter the waiting list, in the same order as the draw.	prem101_hyp1	People who do not get a spot have the opportunity to participate in a lottery.	1
2	dialectal	Espainia_ten	prem101	People who do not obtain a spot enter the waiting list, in the same order as the draw.	prem101_hyp2	If you don't get a spot, you will enter a draw to determine your position on the waiting list.	2
5	dialectal	Espainia_and	prem102	If we don't represent ourselves, we will be represented.	prem102_hyp0	If we don't imagine ourselves, others will imagine us.	0
5	dialectal	Espainia_and	prem102	If we don't represent ourselves, we will be represented.	prem102_hyp1	If we don't make ourselves visible, incorrect opinions about us will proliferate.	1
5	dialectal	Espainia_and	prem102	If we don't represent ourselves, we will be represented.	prem102_hyp2	If we don't imagine ourselves, the representation of us will cease to exist.	2
2	dialectal	Espainia_ten	prem103	The Basque Government emphasized that in 2003 it began implementing the Ertzaintza's Protocol for the Prevention of Mistreatment to strengthen the legal guarantees for detainees	prem103_hyp0	The Ertzaintza's Protocol for the Prevention of Mistreatment has been in effect since 2003 to guarantee the rights of detainees, according to the Basque Government.	0
2	dialectal	Espainia_ten	prem103	The Basque Government emphasized that in 2003 it began implementing the Ertzaintza's Protocol for the Prevention of Mistreatment to strengthen the legal guarantees for detainees	prem103_hyp1	The Basque Government began developing the Ertzaintza's Protocol for the Prevention of Mistreatment in January 2003 to strengthen the legal safeguards for detainees.	1
2	dialectal	Espainia_ten	prem103	The Basque Government emphasized that in 2003 it began implementing the Ertzaintza's Protocol for the Prevention of Mistreatment to strengthen the legal guarantees for detainees	prem103_hyp2	According to the Basque Government, the Ertzaintza began implementing the Protocol for Prevention of Mistreatment in 2003 to streamline the process of prisoner release.	2
2	dialectal	Espainia_ten	prem104	The aftermath of heteropatriarchy is found in the depths of households, and affective-sexual relationships built on romantic love are its manifestation.	prem104_hyp0	Affective-sexual relationships built on romantic love demonstrate that the influence of heteropatriarchy is present everywhere.	0
2	dialectal	Espainia_ten	prem104	The aftermath of heteropatriarchy is found in the depths of households, and affective-sexual relationships built on romantic love are its manifestation.	prem104_hyp1	It is important to consider what affective-sexual relationships built on romantic love express.	1
2	dialectal	Espainia_ten	prem104	The aftermath of heteropatriarchy is found in the depths of households, and affective-sexual relationships built on romantic love are its manifestation.	prem104_hyp2	Affective-sexual relationships built on romantic love are accustomed to fighting against heteropatriarchy.	2
2	dialectal	Espainia_ten	prem105	It was the first book I read as an ebook and I enjoyed the experience	prem105_hyp0	This is the only book I have read in ebook format and it was a pleasant experience.	0
2	dialectal	Espainia_ten	prem105	It was the first book I read as an ebook and I enjoyed the experience	prem105_hyp1	I didn't expect that the first book I would read on an ebook would be such a beautiful experience.	1
2	dialectal	Espainia_ten	prem105	It was the first book I read as an ebook and I enjoyed the experience	prem105_hyp2	Although I had already read a book in ebook format, I enjoyed the experience.	2
2	dialectal	Espainia_ten	prem106	The mastering work was once again handled by Andy Hippy Baldwin at Metropolis Studios in London	prem106_hyp0	"Andy ""Hippy"" Baldwin from Metropolis Studios in London has once again collaborated on the mastering work."	0
2	dialectal	Espainia_ten	prem106	The mastering work was once again handled by Andy Hippy Baldwin at Metropolis Studios in London	prem106_hyp1	Andy Hippy Baldwin has done all the mastering work at Metropolis studio in London.	1
2	dialectal	Espainia_ten	prem106	The mastering work was once again handled by Andy Hippy Baldwin at Metropolis Studios in London	prem106_hyp2	For the first time, Andy Hippy Baldwin has done the mastering work at Metropolis studio in London.	2
2	dialectal	Espainia_ten	prem107	On December 4, 2018, the name and corporate purpose of the company were modified to expand its scope of operation to the Left Bank and Txorierri	prem107_hyp0	At the end of 2018, the company's name and corporate purpose were modified in order to offer its activities also in the Left Bank and in Txorierri.	0
2	dialectal	Espainia_ten	prem107	On December 4, 2018, the name and corporate purpose of the company were modified to expand its scope of operation to the Left Bank and Txorierri	prem107_hyp1	In 2018, in addition to changing the company's name and corporate purpose, it also modified the type of activity.	1
2	dialectal	Espainia_ten	prem107	On December 4, 2018, the name and corporate purpose of the company were modified to expand its scope of operation to the Left Bank and Txorierri	prem107_hyp2	On December 4, 2018, the company's name and corporate purpose were modified to extend its scope of activity to all areas of Bilbao.	2
2	dialectal	Espainia_ten	prem108	This awards ceremony aims to highlight the translation done from Basque	prem108_hyp0	The purpose of this award ceremony is to highlight the value of translations made from Basque.	0
2	dialectal	Espainia_ten	prem108	This awards ceremony aims to highlight the translation done from Basque	prem108_hyp1	The sole purpose of this award ceremony is to highlight the translation work done from Basque.	1
2	dialectal	Espainia_ten	prem108	This awards ceremony aims to highlight the translation done from Basque	prem108_hyp2	This awards ceremony aims to highlight translations made into Basque.	2
2	dialectal	Espainia_ten	prem109	We got ourselves into this mess a while ago and there's no turning back now	prem109_hyp0	We have had this conflict for a long time and we cannot turn back.	0
2	dialectal	Espainia_ten	prem109	We got ourselves into this mess a while ago and there's no turning back now	prem109_hyp1	We started fighting a long time ago and we have no way to win.	1
2	dialectal	Espainia_ten	prem109	We got ourselves into this mess a while ago and there's no turning back now	prem109_hyp2	We recently got into this fight and there's no turning back.	2
5	dialectal	Espainia_and	prem110	You always have to break some law to gain rights.	prem110_hyp0	To gain more rights, one must always do something that is forbidden.	0
5	dialectal	Espainia_and	prem110	You always have to break some law to gain rights.	prem110_hyp1	The more laws that are broken, the more rights are gained.	1
5	dialectal	Espainia_and	prem110	You always have to break some law to gain rights.	prem110_hyp2	You always gain more rights when you respect the laws.	2
2	dialectal	Espainia_ten	prem111	The guide provided interesting facts and was very entertaining	prem111_hyp0	The interesting facts provided by the guide have made the experience entertaining.	0
2	dialectal	Espainia_ten	prem111	The guide provided interesting facts and was very entertaining	prem111_hyp1	The driver has been entertaining himself by sharing facts that he found interesting.	1
2	dialectal	Espainia_ten	prem111	The guide provided interesting facts and was very entertaining	prem111_hyp2	Although the data provided by the driver was of little interest, the experience has been entertaining.	2
2	dialectal	Espainia_ten	prem112	It was a long-time dream to visit Prague	prem112_hyp0	He/She has wanted to visit Prague for a long time.	0
2	dialectal	Espainia_ten	prem112	It was a long-time dream to visit Prague	prem112_hyp1	He/She has dreamed that he/she knew Prague.	1
2	dialectal	Espainia_ten	prem112	It was a long-time dream to visit Prague	prem112_hyp2	He/She has known Prague for a long time.	2
5	dialectal	Espainia_and	prem113	Those of us who move in the world of Euskera know very well how exhausting the defense of our interests is.	prem113_hyp0	Those of us who move in the Basque language world know how exhausting it is to defend our interests.	0
5	dialectal	Espainia_and	prem113	Those of us who move in the world of Euskera know very well how exhausting the defense of our interests is.	prem113_hyp1	Those of us who move in the Basque language world are tired of defending our interests.	1
