ann_id	change_type	probintzia	prem_id	premise	hypothesis	label
g4	dialectal	nafarroa	prem35	Oreka eta botekin trebezia irabaztegeko ongi etorriko zaio ikastaroa ittea.	Ikastaroari esker oreka hobetu eta botekin trebezia irabazi du.	0
g4	dialectal	nafarroa	prem35	Oreka eta botekin trebezia irabaztegeko ongi etorriko zaio ikastaroa ittea.	Ikastaroa egiteak ez dio ezertarako balio izan.	2
g4	dialectal	nafarroa	prem35	Oreka eta botekin trebezia irabaztegeko ongi etorriko zaio ikastaroa ittea.	Ikastaroari esker elastikotasuna asko hobetu du.	1
s1	dialectal	bizkaia	prem36	Bidxok 60 urte eitziar gauzela, lehen ikusten ez genduzan gauza askori kasu eitzen hasi gara, osasuneri, gero da sarridxau hiltzen dizen laguneri.	60 urteren atarian hobe da iraganari ez erreparatzea.	1
s1	dialectal	bizkaia	prem36	Bidxok 60 urte eitziar gauzela, lehen ikusten ez genduzan gauza askori kasu eitzen hasi gara, osasuneri, gero da sarridxau hiltzen dizen laguneri.	61 urte baino gutxiago dauzkagu biok.	0
s1	dialectal	bizkaia	prem36	Bidxok 60 urte eitziar gauzela, lehen ikusten ez genduzan gauza askori kasu eitzen hasi gara, osasuneri, gero da sarridxau hiltzen dizen laguneri.	Adinean gora egiteak ez du osasunaren eta heriotzaren inguruko gure ikuspegia aldatu.	2
g3	berridazketa	gipuzkoa	prem37	Zozketa egin bezainlaister, plazak adjudikatzen dira.	Plazak zozketa egin eta bi astetara adjudikatzen dira.	2
g3	berridazketa	gipuzkoa	prem37	Zozketa egin bezainlaister, plazak adjudikatzen dira.	Plazak zozketa bidez esleitzen dira.	0
g3	berridazketa	gipuzkoa	prem37	Zozketa egin bezainlaister, plazak adjudikatzen dira.	Plazak adjudikatzeko zozketa informatikoki egiten da.	1
g5	dialectal	gipuzkoa	prem38	Lanbateko ekitaldia leuna ta politta izan tzan.	Larunbateko ekitaldia etxetik ikusi nuen.	1
g5	dialectal	gipuzkoa	prem38	Lanbateko ekitaldia leuna ta politta izan tzan.	Larunbateko ekitaldia ez zen nire gustukoa izan, gogortasuna falta zitzaion.	2
g5	dialectal	gipuzkoa	prem38	Lanbateko ekitaldia leuna ta politta izan tzan.	Larunbatekoa ekitaldi atsegina izan zen.	0
g6	dialectal	gipuzkoa	prem39	Maitasun erromantikoa sistema patriarkalak bizirik jarraitzeko in duten asmakizuna da.	Sistema patriarkalak bizirik iraun dezan erabiltzen da maitasun erromantikoa.	0
g6	dialectal	gipuzkoa	prem39	Maitasun erromantikoa sistema patriarkalak bizirik jarraitzeko in duten asmakizuna da.	Sistema patriarkala maitasun erromantikoaren biziraupena bermatzeko dispositiboa da.	2
g6	dialectal	gipuzkoa	prem39	Maitasun erromantikoa sistema patriarkalak bizirik jarraitzeko in duten asmakizuna da.	Sistema patriarkalak biziraun dezan hainbat dispositibo daude.	1
g4	dialectal	nafarroa	prem40	46 urte zittun ta derrepenteko heriotzak eaman zun gure ondotik.	Bizitza zoriontsua izan zuen.	1
g4	dialectal	nafarroa	prem40	46 urte zittun ta derrepenteko heriotzak eaman zun gure ondotik.	46 urterekin hil zen bat-batean.	0
g4	dialectal	nafarroa	prem40	46 urte zittun ta derrepenteko heriotzak eaman zun gure ondotik.	Gaixotasun luze batek hil zuen.	2
g7	dialectal	gipuzkoa	prem41	Aurreko urten 15 pelikula bikoiztu zitun euskera Zinema Euskaraz programak, ta 2017a martxa onen hasi du.	Badirudi Zinema Euskaraz programak oso film gutxi bikoiztuko dituela 2017an ere.	2
g7	dialectal	gipuzkoa	prem41	Aurreko urten 15 pelikula bikoiztu zitun euskera Zinema Euskaraz programak, ta 2017a martxa onen hasi du.	Zinema Euskaraz programak filmak euskarara bikoizten ditu.	0
g7	dialectal	gipuzkoa	prem41	Aurreko urten 15 pelikula bikoiztu zitun euskera Zinema Euskaraz programak, ta 2017a martxa onen hasi du.	Zinema Euskaraz programak eginiko bikoizketa guztiak gaztelaniatik euskarara izan dira.	1
g5	dialectal	gipuzkoa	prem42	Aurreko Bilboko Okupazio Bulegoak lau urte bete zitun.	Bilboko Okupazio Bulegoak langile berriak kontratatuko ditu datorren hilabetean.	1
g5	dialectal	gipuzkoa	prem42	Aurreko Bilboko Okupazio Bulegoak lau urte bete zitun.	Bi urte igaro dira Bilboko Okupazio Bulegoak itxi zuenetik.	2
g5	dialectal	gipuzkoa	prem42	Aurreko Bilboko Okupazio Bulegoak lau urte bete zitun.	Bilboko Okupazio Bulegoak laugarren urteurrena ospatu zuen.	0
s3	dialectal	bizkaia	prem43	Getaixan ni bertan bixinitxanin baño lau aldiz geixa hasire kulturako eskaintzi.	Getarian gero eta kultur eskaintza gehiago dago.	0
s3	dialectal	bizkaia	prem43	Getaixan ni bertan bixinitxanin baño lau aldiz geixa hasire kulturako eskaintzi.	Lehen Getarian, bertan bizi ez nintzenean, kultur eskaintza handiagoa zegoen.	2
s3	dialectal	bizkaia	prem43	Getaixan ni bertan bixinitxanin baño lau aldiz geixa hasire kulturako eskaintzi.	Getariako kultur eskaintzaren laurdena antzerkia da.	1
g3	dialectal	gipuzkoa	prem44	Paperean eta digitalean aurkeztu behar dira, ahal dala.	Paperean hurrengo astean aurkeztuko dira.	1
g3	dialectal	gipuzkoa	prem44	Paperean eta digitalean aurkeztu behar dira, ahal dala.	Paperean eta formatu digitalean aurkeztuko dira.	0
g3	dialectal	gipuzkoa	prem44	Paperean eta digitalean aurkeztu behar dira, ahal dala.	Formatu digitalean bakarrik aurkeztuko dira.	2
g8	toka	gipuzkoa	prem45	Diseinatzaile eta liburu ilustratzaile oparo eta puntakua izan arren, komikigintzari egindako ekarpena ez dek txikiyago izan.	Argitaratu berri duen komiki bildumak arrakasta handia izan du adin txikikoen artean.	1
g8	toka	gipuzkoa	prem45	Diseinatzaile eta liburu ilustratzaile oparo eta puntakua izan arren, komikigintzari egindako ekarpena ez dek txikiyago izan.	Komikilaria da eta batzuetan ilustrazioak egiten ditu.	2
g8	toka	gipuzkoa	prem45	Diseinatzaile eta liburu ilustratzaile oparo eta puntakua izan arren, komikigintzari egindako ekarpena ez dek txikiyago izan.	Komikigintzari ere ekarpen handia egin dio.	0
g7	dialectal	gipuzkoa	prem46	Artxandako Funikularra, S.A. den-dena Bilboko udalan merkataritza-sozietate bat da.	Bilboko Udalak parte hartzeren bat du Artxandako Funikularrean.	2
g7	dialectal	gipuzkoa	prem46	Artxandako Funikularra, S.A. den-dena Bilboko udalan merkataritza-sozietate bat da.	Bilboko Udala Artxandako Funikularraren jabea da.	0
g7	dialectal	gipuzkoa	prem46	Artxandako Funikularra, S.A. den-dena Bilboko udalan merkataritza-sozietate bat da.	Bilboko Udalaren ustiakuntzako aurrekontuak merkataritza-sozietateak egiten dituen jarduera guztietatik eratorritakoak biltzen ditu.	1
g8	dialectal	gipuzkoa	prem47	Gipuzkoako kostaldian bale asko ibili zian garai batian, baina 4 bale ezagun aipatzen ditu Xabier Alberdi historialariyak Euskadi Irratiyan egindako elkarrizketan.	Xabier Alberdi historialaria da eta ondo ezagutzen ditu inguruko itsasoetako baleak.	0
s4	dialectal	gipuzkoa	prem47	Gipuzkuko kostaldin bale asko ibili zen garai batin, baña 4 bale ezaun aipatzen ttu Xabier Alberdi historialarik Euskadi Irratian indako elkarrizketan.	Xabier Alberdik, Euskadi Irratiko elkarrizketan, Gipuzkoako kostaldean sekula ez dela balearik ibili aipatzen du.	2
g8	dialectal	gipuzkoa	prem47	Gipuzkoako kostaldian bale asko ibili zian garai batian, baina 4 bale ezagun aipatzen ditu Xabier Alberdi historialariyak Euskadi Irratiyan egindako elkarrizketan.	Gipuzkoako kostaldean bizi ziren gainerako baleak beste kostalde batzuetan ere bizi zirela aipatu du Xabier Alberdik.	1
s4	dialectal	gipuzkoa	prem47	Gipuzkuko kostaldin bale asko ibili zen garai batin, baña 4 bale ezaun aipatzen ttu Xabier Alberdi historialarik Euskadi Irratian indako elkarrizketan.	Gipuzkoako kostaldean bizi ziren gainerako baleak beste kostalde batzuetan ere bizi zirela aipatu du Xabier Alberdik.	1
s4	dialectal	gipuzkoa	prem47	Gipuzkuko kostaldin bale asko ibili zen garai batin, baña 4 bale ezaun aipatzen ttu Xabier Alberdi historialarik Euskadi Irratian indako elkarrizketan.	Xabier Alberdi historialaria da eta ondo ezagutzen ditu inguruko itsasoetako baleak.	0
g8	dialectal	gipuzkoa	prem47	Gipuzkoako kostaldian bale asko ibili zian garai batian, baina 4 bale ezagun aipatzen ditu Xabier Alberdi historialariyak Euskadi Irratiyan egindako elkarrizketan.	Xabier Alberdik, Euskadi Irratiko elkarrizketan, Gipuzkoako kostaldean sekula ez dela balearik ibili aipatzen du.	2
g2	dialectal	bizkaia	prem48	Ulia mendixan eon gaz aspaldiko partez	Ulia mendia oso polita iruditu zaigu.	1
g2	dialectal	bizkaia	prem48	Ulia mendixan eon gaz aspaldiko partez	Urteak dira ez garela mendian egon.	2
g2	dialectal	bizkaia	prem48	Ulia mendixan eon gaz aspaldiko partez	Orain dela asko ez ginela Ulia mendira joaten.	0
g5	dialectal	gipuzkoa	prem49	Zerbitzu-enpresako erakiñ nagusiak 19 modulu azka.	Zerbitzu-enpresentzako eraikin nagusiak 19 modulu eta hiru pisu ditu.	1
g5	dialectal	gipuzkoa	prem49	Zerbitzu-enpresako erakiñ nagusiak 19 modulu azka.	Zerbitzu-enpresentzako eraikin nagusia 19 moduluk osatzen dute.	0
g5	dialectal	gipuzkoa	prem49	Zerbitzu-enpresako erakiñ nagusiak 19 modulu azka.	Zerbitzu-enpresentzako eraikin nagusiak moduluak izan ditzake, baina ez da nahitaezkoa.	2
g8	toka	gipuzkoa	prem50	Europar Batasunak Uspace izeneko ordenantza bat ari dek martxan jartzen, automatizatutako dronantzat aire eremu baimenduak sortzeko.	Europar Batasunean aireko dron automatizatuak debekatuko dituen ordenantza bat sartuko da indarrean laster.	2
g8	toka	gipuzkoa	prem50	Europar Batasunak Uspace izeneko ordenantza bat ari dek martxan jartzen, automatizatutako dronantzat aire eremu baimenduak sortzeko.	Uspace ordenantzak automatizatutako dronentzat aire eremu baimenduak sortuko ditu.	0
g8	toka	gipuzkoa	prem50	Europar Batasunak Uspace izeneko ordenantza bat ari dek martxan jartzen, automatizatutako dronantzat aire eremu baimenduak sortzeko.	Uspace ordenantza 2030ean jarriko da martxan.	1
g3	dialectal	gipuzkoa	prem51	Dublinen izan degun aterrizajea oso berdurgarria izan da, pila bat mugitu da abioia, batetik bestea.	Dublingo lur-hartzea oso-oso deserosoa izan da, asko mugitu da hegazkina, alde batetik bestera.	0
g6	dialectal	gipuzkoa	prem51	Dublingo aterrizajea super deserosoa izan da, pila bat mugitu da abioia, alde batetik bestera.	Dublingo lur-hartzea oso-oso deserosoa izan da, asko mugitu da hegazkina, alde batetik bestera.	0
g6	dialectal	gipuzkoa	prem51	Dublingo aterrizajea super deserosoa izan da, pila bat mugitu da abioia, alde batetik bestera.	Dublingo lur-hartzeak beti izaten dira oso lasaiak, turbulentziarik gabeak.	2
g3	dialectal	gipuzkoa	prem51	Dublinen izan degun aterrizajea oso berdurgarria izan da, pila bat mugitu da abioia, batetik bestea.	Dublingo lur-hartzeak beti izaten dira oso lasaiak, turbulentziarik gabeak.	2
g3	dialectal	gipuzkoa	prem51	Dublinen izan degun aterrizajea oso berdurgarria izan da, pila bat mugitu da abioia, batetik bestea.	Dublingo luhartzean bidaiariak beldurrez garrasika hasi dira.	1
g6	dialectal	gipuzkoa	prem51	Dublingo aterrizajea super deserosoa izan da, pila bat mugitu da abioia, alde batetik bestera.	Dublingo luhartzean bidaiariak beldurrez garrasika hasi dira.	1
s1	dialectal	bizkaia	prem52	Jakiñe da Joxan Goikoetxeak Xabier Letegaz harreman istue okitzen zandauela, geidxenbat beran biziko azkan urtitan.	Xabier Letek eta Joxan Goikoetxeak harreman handia izan zuten.	0
s1	dialectal	bizkaia	prem52	Jakiñe da Joxan Goikoetxeak Xabier Letegaz harreman istue okitzen zandauela, geidxenbat beran biziko azkan urtitan.	Xabier Letek eta Joxan Goikoetxeak gaztetan izan zuten harreman handiena.	2
s1	dialectal	bizkaia	prem52	Jakiñe da Joxan Goikoetxeak Xabier Letegaz harreman istue okitzen zandauela, geidxenbat beran biziko azkan urtitan.	Xabier Lete eta Joxan Goikoetxea adinkideak dira.	1
g3	berridazketa	gipuzkoa	prem53	Arriaga antzokian Garai Zekenak antzerkia aurkeztu dute. Henrik Ibsenen klasiko batean oinarrituta dago	Arriaga Bilboko antzokiak aurkeztutako Garai Zekenak antzezlana ikusgarria da.	1
g3	berridazketa	gipuzkoa	prem53	Arriaga antzokian Garai Zekenak antzerkia aurkeztu dute. Henrik Ibsenen klasiko batean oinarrituta dago	Arriaga Bilboko antzokiak aurkeztuko duen Garai Zekenak antzezlana Henrik Ibsen norvegiar dramaturgoaren klasiko handietako batean oinarritzen da.	2
g3	berridazketa	gipuzkoa	prem53	Arriaga antzokian Garai Zekenak antzerkia aurkeztu dute. Henrik Ibsenen klasiko batean oinarrituta dago	Garai Zekenak antzezlana Henrik Ibsen norvegiar dramaturgoaren klasiko handietako batean oinarritzen da.	0
g2	dialectal	bizkaia	prem54	Zapatun, urrixan 31n, Billurrezko Zinemaldiko pelikula bat ikustea juteko inbitaziñoi jaso gendun	Beldurrezko Zinemaldiko pelikula bat ikustera gonbidatu genuen.	2
g2	dialectal	bizkaia	prem54	Zapatun, urrixan 31n, Billurrezko Zinemaldiko pelikula bat ikustea juteko inbitaziñoi jaso gendun	Beldurrezko Zinemaldiko pelikula bat ikustera gonbidatu gintuzten.	0
g2	dialectal	bizkaia	prem54	Zapatun, urrixan 31n, Billurrezko Zinemaldiko pelikula bat ikustea juteko inbitaziñoi jaso gendun	Larunbatean Beldurrezko Zinemaldiko bi pelikula ikusi genituen.	1
g8	toka	gipuzkoa	prem55	"Zarautzan sortu berri deken jaialdia dek Adarretatik, udako musika festibaletan tokitxo bat egin guran datorrena, eta ""bazterreko musikak erdigunera"" ekartzia helburu zekakena."	"Zarauzko Adarretatik udako musika jaialdiak urteak daramatza ""bazterreko musikak erdigunera"" ekartzeko lana egiten."	2
g8	toka	gipuzkoa	prem55	"Zarautzan sortu berri deken jaialdia dek Adarretatik, udako musika festibaletan tokitxo bat egin guran datorrena, eta ""bazterreko musikak erdigunera"" ekartzia helburu zekakena."	Adarretatik jaialdiak jendetza bildu zuen Zarauzko kaleetan.	1
g8	toka	gipuzkoa	prem55	"Zarautzan sortu berri deken jaialdia dek Adarretatik, udako musika festibaletan tokitxo bat egin guran datorrena, eta ""bazterreko musikak erdigunera"" ekartzia helburu zekakena."	Bazterreko musika ikustarazten duen udako musika jaialdi berria sortu dute Zarautzen: Adarretatik. 	0
s4	dialectal	gipuzkoa	prem55	"Zautzen sortu berri den jaialdiya da Adarretatik, udako musika festibaletan tokitxo bat in naian datorrena, ta ""bazterreko musikak erdira"" kartzea helburu duna."	"Zarauzko Adarretatik udako musika jaialdiak urteak daramatza ""bazterreko musikak erdigunera"" ekartzeko lana egiten."	2
s4	dialectal	gipuzkoa	prem55	"Zautzen sortu berri den jaialdiya da Adarretatik, udako musika festibaletan tokitxo bat in naian datorrena, ta ""bazterreko musikak erdira"" kartzea helburu duna."	Adarretatik jaialdiak jendetza bildu zuen Zarauzko kaleetan.	1
s4	dialectal	gipuzkoa	prem55	"Zautzen sortu berri den jaialdiya da Adarretatik, udako musika festibaletan tokitxo bat in naian datorrena, ta ""bazterreko musikak erdira"" kartzea helburu duna."	Bazterreko musika ikustarazten duen udako musika jaialdi berria sortu dute Zarautzen: Adarretatik. 	0
g2	dialectal	bizkaia	prem56	Europako Elkartik gogor salatu dabe Goioagan aurkako auzixe	Goioagaren aurkako auziak gogor salatu ditu Europako elkarteak.	2
g2	dialectal	bizkaia	prem56	Europako Elkartik gogor salatu dabe Goioagan aurkako auzixe	Goioagaren aurkako auziak salaketa ugari izan ditu.	1
g2	dialectal	bizkaia	prem56	Europako Elkartik gogor salatu dabe Goioagan aurkako auzixe	Europako elkarteak ez daude ados Goioagaren aurkako auziarekin.	0
g6	dialectal	gipuzkoa	prem57	Solte taldeak 'IXA' azken diskan Eraldatutako mundua abestiakin bideoklip innobatzailea prestatu du.	Solte taldearen azken diskoa 'IXA' da.	0
g6	dialectal	gipuzkoa	prem57	Solte taldeak 'IXA' azken diskan Eraldatutako mundua abestiakin bideoklip innobatzailea prestatu du.	Solte muska taldearen lehen diskoa da 'IXA'.	2
g6	dialectal	gipuzkoa	prem57	Solte taldeak 'IXA' azken diskan Eraldatutako mundua abestiakin bideoklip innobatzailea prestatu du.	Solte musika taldeak erritmo biziak erabiltzen ditu, horren adierazle da 'Eraldatutako mundua' kanta.	1
g1	dialectal	bizkaia	prem58	Langile askok eztakite ze dagoen ondo o txarto, eztakite nola jokatu.	Langileei asko eragiten die nola jokatu ez jakiteak.	1
g1	dialectal	bizkaia	prem58	Langile askok eztakite ze dagoen ondo o txarto, eztakite nola jokatu.	Ongia eta gaizkiaren artean bereiztea ez da erraza langile askorentzat.	0
g1	dialectal	bizkaia	prem58	Langile askok eztakite ze dagoen ondo o txarto, eztakite nola jokatu.	Langileek ez daukate zalantzarik, beti dakite nola jokatu behar duten.	2
s4	dialectal	gipuzkoa	prem59	Leku gomendagarri bat ezautu genun aurreko asteburun. Famili girun sortutako ta ikutu hego-amerikarra dun etxe multzo txiki bat da.	Aurreko asteburuan ukitu hego-amerikarra duen etxe multzo txiki batean egon ginen.	0
s4	dialectal	gipuzkoa	prem59	Leku gomendagarri bat ezautu genun aurreko asteburun. Famili girun sortutako ta ikutu hego-amerikarra dun etxe multzo txiki bat da.	Aurreko asteburuan ezagututako etxe multzo txikia ez da gomendatzeko modukoa.	2
s4	dialectal	gipuzkoa	prem59	Leku gomendagarri bat ezautu genun aurreko asteburun. Famili girun sortutako ta ikutu hego-amerikarra dun etxe multzo txiki bat da.	Aurreko asteburuan ezagututako etxe multzo txikia izekok gomendatu zidan, familia giroan sortutakoa da eta ukitu hego-amerikarra dauka. 	1
s1	dialectal	bizkaia	prem60	Irabazlieri informatika da marrazketa materiala emongo datzoie, da komiki irabazlie Mahatserriko BERTON aldizkaridxen publikeko da.	Parte-hartzaile bakoitzak komiki bakarra aurkeztu ahal izango du.	1
s1	dialectal	bizkaia	prem60	Irabazlieri informatika da marrazketa materiala emongo datzoie, da komiki irabazlie Mahatserriko BERTON aldizkaridxen publikeko da.	Sarituek informatika eta marrazketa materiala irabaziko dute.	0
s1	dialectal	bizkaia	prem60	Irabazlieri informatika da marrazketa materiala emongo datzoie, da komiki irabazlie Mahatserriko BERTON aldizkaridxen publikeko da.	Komiki sarituak Mahatserriko BERTON aldizkarian argitaratuko dira. 	2
g1	dialectal	bizkaia	prem61	"Zea Maysek ""Harro"", hareen zortzigarren lana atarako dabe zemendiaren 3an."	Zea Mays taldeak ez du disko bat bera ere argitaratu.	2
g1	dialectal	bizkaia	prem61	"Zea Maysek ""Harro"", hareen zortzigarren lana atarako dabe zemendiaren 3an."	Bost kidek osatzen dute Zea Mays taldea.	1
g1	dialectal	bizkaia	prem61	"Zea Maysek ""Harro"", hareen zortzigarren lana atarako dabe zemendiaren 3an."	Zea Mays taldeak disko berri bat argitaratuko du.	0
s2	noka	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi ziñan kontxako aurreneko bandera Orioako.	Oriok eskuratu zuen kontxako lehen bandera.	0
s2	dialectal	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi zuen kontxako aurreneko bandera Orioako.	Oriok eskuratu zuen kontxako lehen bandera.	0
s2	toka	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi zin kontxako aurreneko bandera Orioako.	Oriok eskuratu zuen kontxako lehen bandera.	0
s2	toka	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi zin kontxako aurreneko bandera Orioako.	Hondarribiak irabazi zuen kontxako lehen bandera.	2
s2	dialectal	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi zuen kontxako aurreneko bandera Orioako.	Hondarribiak irabazi zuen kontxako lehen bandera.	2
s2	noka	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi ziñan kontxako aurreneko bandera Orioako.	Hondarribiak irabazi zuen kontxako lehen bandera.	2
s2	noka	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi ziñan kontxako aurreneko bandera Orioako.	Orioko tripulazioak horiz jantzi ohi da.	1
s2	dialectal	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi zuen kontxako aurreneko bandera Orioako.	Orioko tripulazioak horiz jantzi ohi da.	1
s2	toka	gipuzkoa	prem62	Arrantzale tripulazio berdiñek irabazi zin kontxako aurreneko bandera Orioako.	Orioko tripulazioak horiz jantzi ohi da.	1
g2	dialectal	bizkaia	prem63	Seme-alabakin eon naz Erroman	Duela gutxi Italian egon naiz.	0
g2	dialectal	bizkaia	prem63	Seme-alabakin eon naz Erroman	Ez naiz inoiz Italian izan.	2
g2	dialectal	bizkaia	prem63	Seme-alabakin eon naz Erroman	Nere seme-alabek asko maite naute.	1
g3	berridazketa	gipuzkoa	prem64	"Xabier Leteren ""Gabon, Txirrita"" antzerkia 1982an estrenatu zen."	Xabier Lete abeslari bikaina zen.	1
g3	berridazketa	gipuzkoa	prem64	"Xabier Leteren ""Gabon, Txirrita"" antzerkia 1982an estrenatu zen."	Gabon Txirrita antzerki obra baten izena da.	0
g3	berridazketa	gipuzkoa	prem64	"Xabier Leteren ""Gabon, Txirrita"" antzerkia 1982an estrenatu zen."	Xabier Letek ez zuen antzerki obrarik idatzi.	2
g2	dialectal	bizkaia	prem65	"On dala gitxi ""ORM Elurretako Erresuman"" ata rau, eta laster ""Barman Lego filma"" estrenako rau"	Animazio-filmak euskaratu ohi dira.	0
g2	dialectal	bizkaia	prem65	"On dala gitxi ""ORM Elurretako Erresuman"" ata rau, eta laster ""Barman Lego filma"" estrenako rau"	ORM Elurretako Erresuman pantailaratuko den azken filma izango da.	2
g2	dialectal	bizkaia	prem65	"On dala gitxi ""ORM Elurretako Erresuman"" ata rau, eta laster ""Barman Lego filma"" estrenako rau"	Geroz eta jende gutxiago joaten da filmak ikustera.	1
g1	dialectal	bizkaia	prem66	Amazonek eskeintzen dau adimen artifiziala eskoletarako ta bere hodeia ta Alexa echo dot ta Alexa echo plus bebai.	Amazonen produktuak merkeak izaten dira.	1
g1	dialectal	bizkaia	prem66	Amazonek eskeintzen dau adimen artifiziala eskoletarako ta bere hodeia ta Alexa echo dot ta Alexa echo plus bebai.	Amazonek produktu ugari ditu adimen artifizialaren inguruan.	0
g1	dialectal	bizkaia	prem66	Amazonek eskeintzen dau adimen artifiziala eskoletarako ta bere hodeia ta Alexa echo dot ta Alexa echo plus bebai.	Eskoletara zuzendutako adimen artifizialeko produkturik ez dago.	2
g7	dialectal	gipuzkoa	prem67	Deustoko Unibertsitatiak bere momentun ateatako euskera ikasteko metodua interesgarriya da euskeran lehenengo pausuak emateko	Deustuko Unibertsitateak metodo bat garatu du euskara ikasteko.	0
g7	dialectal	gipuzkoa	prem67	Deustoko Unibertsitatiak bere momentun ateatako euskera ikasteko metodua interesgarriya da euskeran lehenengo pausuak emateko	Deustuko Unibertsitateak hainbat eskola eta fakultate ditu.	1
g7	dialectal	gipuzkoa	prem67	Deustoko Unibertsitatiak bere momentun ateatako euskera ikasteko metodua interesgarriya da euskeran lehenengo pausuak emateko	Deustuko Unibertsitateak gaztelera ikasteko materiala garatu du soilik.	2
s2	noka	gipuzkoa	prem68	Hire euskera malla zein denen jakin nahi bahuenan, hortako aukera e ematein sarek.	Euskararen erabilpen maila txikitzen ari da azken boladan.	1
s2	toka	gipuzkoa	prem68	Hire euskera malla zein deken jakin nahi bahuen, hortako aukera e emateik sarek.	Euskararen erabilpen maila txikitzen ari da azken boladan.	1
s2	noka	gipuzkoa	prem68	Hire euskera malla zein denen jakin nahi bahuenan, hortako aukera e ematein sarek.	Norberaren euskara maila jakiteko elkarrizketa presentziala egin behar da nahitaez.	2
s2	dialectal	gipuzkoa	prem68	Zure euskera malla zein dan jakin nahi bazenu, hortako aukera e emateu sarek.	Norberaren euskara maila jakiteko elkarrizketa presentziala egin behar da nahitaez.	2
s2	toka	gipuzkoa	prem68	Hire euskera malla zein deken jakin nahi bahuen, hortako aukera e emateik sarek.	Aukera dago norberaren euskara maila zein den neurtzeko.	0
s2	noka	gipuzkoa	prem68	Hire euskera malla zein denen jakin nahi bahuenan, hortako aukera e ematein sarek.	Aukera dago norberaren euskara maila zein den neurtzeko.	0
s2	dialectal	gipuzkoa	prem68	Zure euskera malla zein dan jakin nahi bazenu, hortako aukera e emateu sarek.	Euskararen erabilpen maila txikitzen ari da azken boladan.	1
s2	toka	gipuzkoa	prem68	Hire euskera malla zein deken jakin nahi bahuen, hortako aukera e emateik sarek.	Norberaren euskara maila jakiteko elkarrizketa presentziala egin behar da nahitaez.	2
s2	dialectal	gipuzkoa	prem68	Zure euskera malla zein dan jakin nahi bazenu, hortako aukera e emateu sarek.	Aukera dago norberaren euskara maila zein den neurtzeko.	0
s2	dialectal	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzeu, ta trasto seguru batekin eo antzeko zeozerrekin bialtzea.	Ziurtagiria lagun bakoitzaren identitatea bermatzen saiatzen da.	0
s2	noka	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzein, ta trasto seguru batekin eo antzeko zeozerrekin bialtzen.	Ez dago teknika bakarra titularraren identifikazioa ziurtatzeko.	1
s2	noka	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzein, ta trasto seguru batekin eo antzeko zeozerrekin bialtzen.	Ziurtagiriak titularraren informazioa gordina igortzen du, zifratu gabe.	2
s2	dialectal	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzeu, ta trasto seguru batekin eo antzeko zeozerrekin bialtzea.	Ziurtagiriak titularraren informazioa gordina igortzen du, zifratu gabe.	2
s2	toka	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzeik, ta trasto seguru batekin eo antzeko zeozerrekin bialtzek.	Ziurtagiriak titularraren informazioa gordina igortzen du, zifratu gabe.	2
s2	toka	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzeik, ta trasto seguru batekin eo antzeko zeozerrekin bialtzek.	Ez dago teknika bakarra titularraren identifikazioa ziurtatzeko.	1
s2	noka	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzein, ta trasto seguru batekin eo antzeko zeozerrekin bialtzen.	Ziurtagiria lagun bakoitzaren identitatea bermatzen saiatzen da.	0
s2	toka	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzeik, ta trasto seguru batekin eo antzeko zeozerrekin bialtzek.	Ziurtagiria lagun bakoitzaren identitatea bermatzen saiatzen da.	0
s2	dialectal	gipuzkoa	prem69	Ziurtagirik egoitza elektronikon titularran identifikazioa jasotzeu, ta trasto seguru batekin eo antzeko zeozerrekin bialtzea.	Ez dago teknika bakarra titularraren identifikazioa ziurtatzeko.	1
g6	dialectal	gipuzkoa	prem70	Duela bi aste grazia iten zuen zerbait gaur guztiz pasata egon leike.	Lagun bati grazia egiten diona beste bati ez zaio gustatzen.	1
g6	dialectal	gipuzkoa	prem70	Duela bi aste grazia iten zuen zerbait gaur guztiz pasata egon leike.	Txisteen iraupena mugatua da, ez da betirako.	0
g6	dialectal	gipuzkoa	prem70	Duela bi aste grazia iten zuen zerbait gaur guztiz pasata egon leike.	Jendeari gustatzen zaio txiste berdinak behin eta berriz entzutea.	2
